d18O SMOW;Analysis;Date;clock time;time after start single run (h);east-west (um);north-south (um);primary current (nA);16O ions per sec;18O/16O measured;1 SE (permil);16O1H/16O measured;1 SE (%);DT-FA-x (digits);DT-FA-y (digits);entrance slit x (digits);Source Pressure (mbar);18O/16O IMF corrected;d18O SMOW
27;Map-Otolith@0358;27.11.2021;11:40;19.19;2896;-2021;2.94;1.84E+09;0.00204992;0.12;0.0396;0.11;48;-29;6;1.20E-08;0.00205934;27
27.01;Map-Otolith@0402;27.11.2021;14:11;21.7;1915;-2308;2.93;1.84E+09;0.00204993;0.11;0.0374;0.07;46;-26;9;1.10E-08;0.00205936;27.01
27.01;Map-Otolith@0432;27.11.2021;15:50;23.35;2739;-2103;2.94;1.85E+09;0.00204993;0.12;0.0378;0.11;49;-28;7;1.10E-08;0.00205936;27.01
27.02;Map-Otolith@0362;27.11.2021;11:53;19.4;1915;-1816;2.9;1.80E+09;0.00204995;0.12;0.0433;0.23;43;-27;10;1.20E-08;0.00205937;27.02
27.04;Map-Otolith@0614;28.11.2021;01:57;33.15;2936;-3332;3.01;1.92E+09;0.00205;0.12;0.0415;0.06;49;-19;2;1.10E-08;0.00205942;27.04
27.04;Map-Otolith@0120;26.11.2021;22:29;6.65;1993;-2062;2.78;1.75E+09;0.00205;0.15;0.0428;0.07;45;-17;4;1.20E-08;0.00205942;27.04
27.04;Map-Otolith@0386;27.11.2021;13:12;20.72;3196;-2457;2.89;1.82E+09;0.00205;0.11;0.0332;0.15;52;-24;6;1.20E-08;0.00205942;27.04
27.06;Map-Otolith@0683;28.11.2021;05:45;36.62;2426;-1980;2.91;1.87E+09;0.00205004;0.12;0.0384;0.48;42;-29;9;1.10E-08;0.00205947;27.06
27.08;Map-Otolith@0048;26.11.2021;18:32;2.7;1756;-2172;2.83;1.81E+09;0.00205008;0.1;0.0438;0.15;36;-9;3;1.30E-08;0.0020595;27.08
27.08;Map-Otolith@0598;28.11.2021;01:04;32.26;2976;-1857;2.97;1.90E+09;0.00205008;0.14;0.0419;0.1;47;-31;10;1.10E-08;0.0020595;27.08
27.1;Map-Otolith@0066;26.11.2021;19:31;3.68;2622;-2267;2.83;1.76E+09;0.00205011;0.1;0.0422;0.08;40;-12;8;1.30E-08;0.00205954;27.1
27.12;Map-Otolith@0769;28.11.2021;10:29;41.36;2504;-2390;2.94;1.91E+09;0.00205015;0.15;0.0356;0.26;46;-25;5;1.00E-08;0.00205958;27.12
27.12;Map-Otolith@0767;28.11.2021;10:22;41.24;3076;-3214;2.97;1.97E+09;0.00205016;0.14;0.0399;0.09;48;-20;0;1.00E-08;0.00205958;27.12
27.13;Map-Otolith@0783;28.11.2021;11:15;42.12;2543;-3045;2.97;1.91E+09;0.00205018;0.12;0.0386;0.49;45;-21;5;1.00E-08;0.0020596;27.13
27.14;Map-Otolith@0581;28.11.2021;00:02;31.23;1876;-2307;3.02;1.97E+09;0.0020502;0.12;0.0402;0.06;41;-28;3;1.10E-08;0.00205963;27.14
27.15;Map-Otolith@0596;28.11.2021;00:51;32.05;2150;-2226;2.96;1.90E+09;0.00205021;0.15;0.0366;0.12;43;-28;4;1.10E-08;0.00205963;27.15
27.15;Map-Otolith@0330;27.11.2021;10:08;17.98;3156;-1939;2.87;1.78E+09;0.00205022;0.15;0.0428;0.25;49;-27;13;1.20E-08;0.00205965;27.15
27.16;Map-Otolith@0632;28.11.2021;02:57;34.15;2936;-3086;2.91;1.88E+09;0.00205023;0.13;0.0416;0.08;50;-19;3;1.10E-08;0.00205965;27.16
27.16;Map-Otolith@0227;27.11.2021;04:29;12.33;2779;-1898;2.86;1.79E+09;0.00205024;0.12;0.0418;0.17;46;-27;8;1.20E-08;0.00205966;27.16
27.16;Map-Otolith@0422;27.11.2021;15:17;22.8;1596;-2677;2.94;1.84E+09;0.00205024;0.15;0.0433;0.33;41;-25;7;1.10E-08;0.00205966;27.16
27.16;Map-Otolith@0377;27.11.2021;12:42;20.22;2072;-2758;2.92;1.87E+09;0.00205024;0.12;0.0366;0.48;45;-27;5;1.10E-08;0.00205967;27.16
27.17;Map-Otolith@0290;27.11.2021;07:56;15.78;2896;-2840;2.84;1.80E+09;0.00205025;0.11;0.0447;0.07;50;-25;5;1.20E-08;0.00205967;27.17
27.18;Map-Otolith@0231;27.11.2021;04:42;12.54;3276;-2019;2.9;1.72E+09;0.00205027;0.11;0.0391;0.13;54;-26;31;1.20E-08;0.0020597;27.18
27.18;Map-Otolith@0693;28.11.2021;06:18;37.17;2896;-3413;2.92;1.89E+09;0.00205028;0.11;0.0409;0.08;43;-21;8;1.10E-08;0.0020597;27.18
27.18;Map-Otolith@0589;28.11.2021;00:28;31.66;2897;-2717;2.98;1.96E+09;0.00205029;0.09;0.0425;0.13;49;-23;1;1.10E-08;0.00205971;27.18
27.19;Map-Otolith@0246;27.11.2021;05:31;13.36;2033;-2431;2.86;1.79E+09;0.00205031;0.13;0.0389;0.15;47;-26;6;1.20E-08;0.00205973;27.19
27.2;Map-Otolith@0548;27.11.2021;22:13;29.41;3116;-2338;2.95;1.91E+09;0.00205032;0.09;0.0357;0.04;50;-27;1;1.10E-08;0.00205975;27.2
27.25;Map-Otolith@0513;27.11.2021;20:17;27.48;2779;-2390;2.91;1.89E+09;0.00205041;0.08;0.0404;0.07;49;-26;1;1.10E-08;0.00205984;27.25
27.25;Map-Otolith@0319;27.11.2021;09:31;17.36;2976;-2226;2.85;1.77E+09;0.00205042;0.14;0.0391;0.06;48;-26;1;1.20E-08;0.00205984;27.25
27.26;Map-Otolith@0779;28.11.2021;11:02;41.91;3196;-2497;2.95;1.93E+09;0.00205045;0.09;0.0341;0.11;51;-28;1;1.00E-08;0.00205987;27.26
27.3;Map-Otolith@0139;26.11.2021;23:32;7.7;2032;-2472;2.77;1.74E+09;0.00205051;0.12;0.0407;0.12;44;-20;6;1.20E-08;0.00205994;27.3
27.3;Map-Otolith@0220;27.11.2021;04:06;11.94;2858;-1816;2.83;1.73E+09;0.00205051;0.11;0.0408;0.19;49;-25;10;1.20E-08;0.00205994;27.3
27.31;Map-Otolith@0756;28.11.2021;09:46;40.64;3236;-2378;2.97;1.94E+09;0.00205053;0.12;0.0349;0.07;52;-28;-4;1.00E-08;0.00205996;27.31
27.34;Map-Otolith@0511;27.11.2021;20:11;27.38;3276;-2378;2.93;1.86E+09;0.00205059;0.15;0.0363;0.07;53;-28;6;1.10E-08;0.00206002;27.34
27.35;Map-Otolith@0812;28.11.2021;12:58;43.84;2072;-2799;2.91;1.90E+09;0.00205061;0.14;0.0369;0.4;38;-25;3;1.00E-08;0.00206004;27.35
27.36;Map-Otolith@0538;27.11.2021;21:40;28.86;3196;-2736;2.91;1.84E+09;0.00205063;0.14;0.0395;0.05;52;-24;6;1.10E-08;0.00206006;27.36
27.36;Map-Otolith@0631;28.11.2021;02:53;34.08;3076;-2497;2.92;1.88E+09;0.00205064;0.12;0.0377;0.07;50;-29;6;1.10E-08;0.00206006;27.36
27.39;Map-Otolith@0668;28.11.2021;04:55;35.79;3036;-3015;2.94;1.89E+09;0.00205069;0.1;0.0407;0.06;48;-22;8;1.10E-08;0.00206012;27.39
27.4;Map-Otolith@0547;27.11.2021;22:10;29.36;2190;-3086;2.92;1.90E+09;0.00205071;0.13;0.0399;0.4;45;-28;-2;1.10E-08;0.00206014;27.4
27.42;Map-Otolith@0010;26.11.2021;16:26;0.6;3276;-2298;2.87;1.84E+09;0.00205076;0.12;0.0405;0.19;30;2;12;1.30E-08;0.00206018;27.42
27.44;Map-Otolith@0662;28.11.2021;04:36;35.47;3036;-2457;2.92;1.89E+09;0.00205079;0.12;0.0367;0.04;48;-27;8;1.10E-08;0.00206022;27.44
27.44;Map-Otolith@0512;27.11.2021;20:14;27.43;3116;-2896;2.92;1.90E+09;0.0020508;0.12;0.0453;0.06;49;-27;1;1.10E-08;0.00206022;27.44
27.48;Map-Otolith@0364;27.11.2021;12:00;19.52;2996;-2298;2.89;1.84E+09;0.00205087;0.11;0.0382;0.09;49;-28;7;1.20E-08;0.0020603;27.48
27.5;Map-Otolith@0222;27.11.2021;04:12;12.04;2857;-2185;2.83;1.77E+09;0.00205092;0.11;0.038;0.14;49;-29;4;1.20E-08;0.00206035;27.5
27.51;Map-Otolith@0079;26.11.2021;20:14;4.4;2465;-2267;2.8;1.77E+09;0.00205094;0.12;0.0429;0.32;41;-16;5;1.30E-08;0.00206037;27.51
27.53;Map-Otolith@0550;27.11.2021;22:19;29.51;1796;-2599;2.95;1.90E+09;0.00205098;0.12;0.0435;0.14;42;-26;8;1.10E-08;0.00206041;27.53
27.54;Map-Otolith@0709;28.11.2021;07:11;38.06;3116;-2218;2.9;1.87E+09;0.002051;0.11;0.0373;0.19;47;-27;1;1.00E-08;0.00206043;27.54
27.54;Map-Otolith@0046;26.11.2021;18:25;2.58;2582;-2594;2.83;1.81E+09;0.002051;0.13;0.046;0.12;30;-9;7;1.30E-08;0.00206043;27.54
27.56;Map-Otolith@0774;28.11.2021;10:45;41.62;2779;-2308;2.91;1.89E+09;0.00205103;0.15;0.0388;0.21;45;-29;5;1.00E-08;0.00206046;27.56
27.57;Map-Otolith@0212;27.11.2021;03:39;11.49;2190;-2267;2.82;1.74E+09;0.00205105;0.12;0.0403;0.27;47;-27;8;1.20E-08;0.00206048;27.57
27.62;Map-Otolith@0072;26.11.2021;19:51;4.02;2996;-2377;2.78;1.75E+09;0.00205116;0.12;0.0413;0.1;40;-13;6;1.30E-08;0.00206059;27.62
27.63;Map-Otolith@0461;27.11.2021;17:26;24.95;2819;-3127;2.96;1.90E+09;0.00205117;0.11;0.0424;0.09;45;-23;8;1.10E-08;0.00206059;27.63
27.73;Map-Otolith@0802;28.11.2021;12:25;43.29;2896;-1939;3.03;1.96E+09;0.00205137;0.1;0.0389;0.06;48;-30;0;1.00E-08;0.0020608;27.73
27.73;Map-Otolith@0315;27.11.2021;09:18;17.14;2268;-2308;2.85;1.80E+09;0.00205138;0.1;0.0382;0.18;45;-25;4;1.20E-08;0.00206081;27.73
27.82;Map-Otolith@0407;27.11.2021;14:28;21.99;2386;-2185;2.93;1.82E+09;0.00205155;0.13;0.0374;0.18;45;-25;9;1.10E-08;0.00206098;27.82
27.86;Map-Otolith@0747;28.11.2021;09:16;40.14;2347;-2349;2.92;1.88E+09;0.00205163;0.16;0.0358;0.27;41;-28;10;1.00E-08;0.00206106;27.86
27.86;Map-Otolith@0326;27.11.2021;09:55;17.76;3076;-2139;2.85;1.79E+09;0.00205163;0.1;0.0398;0.28;47;-26;4;1.20E-08;0.00206106;27.86
27.89;Map-Otolith@0537;27.11.2021;21:36;28.8;2897;-1980;2.9;1.83E+09;0.0020517;0.11;0.0371;0.06;50;-29;5;1.10E-08;0.00206113;27.89
28.08;Map-Otolith@0403;27.11.2021;14:15;21.77;2778;-1939;2.94;1.88E+09;0.00205208;0.11;0.0381;0.2;46;-29;8;1.10E-08;0.00206151;28.08
28.21;Map-Otolith@0427;27.11.2021;15:34;23.09;2229;-2062;2.94;1.88E+09;0.00205233;0.12;0.0371;0.23;46;-29;3;1.10E-08;0.00206176;28.21
28.22;Map-Otolith@0102;26.11.2021;21:30;5.67;2996;-2258;2.77;1.74E+09;0.00205234;0.11;0.0402;0.07;43;-18;7;1.30E-08;0.00206178;28.22
28.3;Map-Otolith@0100;26.11.2021;21:23;5.55;3236;-2457;2.75;1.69E+09;0.0020525;0.12;0.0362;0.11;46;-15;15;1.30E-08;0.00206194;28.3
28.3;Map-Otolith@0481;27.11.2021;18:32;26.05;3276;-2258;2.94;1.83E+09;0.00205251;0.1;0.0368;0.24;53;-26;12;1.10E-08;0.00206195;28.3
28.54;Map-Otolith@0657;28.11.2021;04:19;35.19;2996;-2218;2.92;1.90E+09;0.00205299;0.08;0.0356;0.13;51;-25;-3;1.00E-08;0.00206243;28.54
